ID,lon,lat
361,120.700918478,30.6369860758
362,120.706061345,30.6365985227
363,120.711204111,30.6362107706
364,120.716346778,30.6358228195
365,120.721489344,30.6354346693
366,120.726631811,30.6350463201
367,120.731774178,30.634657772
368,120.736916445,30.6342690248
369,120.742058612,30.6338800787
370,120.747200678,30.6334909336
371,120.752342645,30.6331015896
372,120.757484511,30.6327120467
373,120.762626277,30.6323223048
374,120.767767943,30.6319323641
375,120.772909509,30.6315422245
376,120.778050974,30.631151886
377,120.783192338,30.6307613487
378,120.788333602,30.6303706125
379,120.793474766,30.6299796775
380,120.798615829,30.6295885437
381,120.803756791,30.6291972111
382,120.824319632,30.627629893
383,120.829460091,30.6272375666
384,120.834600448,30.6268450415
385,120.839740704,30.6264523177
386,120.844880859,30.6260593952
387,120.850020914,30.6256662741
388,120.855160867,30.6252729543
389,120.860300718,30.6248794358
390,120.865440469,30.6244857188
391,120.870580118,30.6240918031
392,120.875719666,30.6236976888
393,120.880859113,30.6233033759
394,120.885998458,30.6229088645
395,120.891137701,30.6225141545
396,120.896276843,30.6221192459
397,120.901415884,30.6217241389
398,120.906554822,30.6213288333
399,120.91169366,30.6209333292
400,120.916832395,30.6205376266
401,120.921971028,30.6201417256
402,120.92710956,30.6197456261
403,120.93224799,30.6193493281
404,120.937386318,30.6189528318
405,121.045267569,30.610580596
406,121.050403642,30.6101797378
407,121.055539612,30.6097786815
408,121.060675479,30.6093774271
409,121.065811242,30.6089759746
410,121.070946903,30.6085743241
411,121.07608246,30.6081724755
412,121.081217913,30.6077704289
413,121.086353264,30.6073681843
414,121.09148851,30.6069657417
415,121.096623654,30.6065631011
416,121.101758694,30.6061602625
417,121.10689363,30.605757226
418,121.112028463,30.6053539916
419,121.117163192,30.6049505592
420,121.122297817,30.6045469289
421,121.127432339,30.6041431007
422,121.137701071,30.6033348506
423,121.142835281,30.6029304288
424,120.634497316,30.6464541368
425,120.639641703,30.6460691049
426,120.644785992,30.6456838736
427,120.649930181,30.6452984432
428,120.65507427,30.6449128134
429,120.660218261,30.6445269845
430,120.665362152,30.6441409563
431,120.670505943,30.643754729
432,120.675649636,30.6433683025
433,120.680793228,30.6429816768
434,120.685936722,30.6425948519
435,120.691080115,30.6422078279
436,120.696223409,30.6418206048
437,120.701366604,30.6414331826
438,120.706509698,30.6410455613
439,120.711652693,30.6406577409
440,120.716795588,30.6402697214
441,120.721938383,30.6398815029
442,120.727081078,30.6394930853
443,120.732223674,30.6391044687
444,120.737366169,30.6387156531
445,120.742508564,30.6383266385
446,120.747650859,30.6379374249
447,120.752793054,30.6375480123
448,120.757935148,30.6371584008
449,120.763077142,30.6367685903
450,120.768219036,30.6363785809
451,120.77336083,30.6359883726
452,120.778502523,30.6355979654
453,120.783644116,30.6352073593
454,120.788785608,30.6348165543
455,120.793927,30.6344255505
456,120.799068291,30.6340343478
457,120.804209481,30.6336429463
458,120.80935057,30.6332513459
459,120.814491559,30.6328595468
460,120.819632447,30.6324675489
461,120.824773234,30.6320753522
462,120.82991392,30.6316829567
463,120.835054506,30.6312903625
464,120.84019499,30.6308975695
465,120.845335373,30.6305045779
466,120.850475655,30.6301113875
467,120.855615836,30.6297179985
468,120.860755916,30.6293244107
469,120.865895894,30.6289306243
470,120.871035771,30.6285366393
471,120.876175547,30.6281424556
472,120.881315221,30.6277480733
473,120.886454794,30.6273534924
474,120.891594265,30.6269587129
475,120.896733635,30.6265637349
476,120.901872903,30.6261685582
477,120.907012069,30.625773183
478,120.912151134,30.6253776093
479,120.917290097,30.6249818371
480,120.922428958,30.6245858663
481,120.927567718,30.6241896971
482,120.932706375,30.6237933294
483,120.937844931,30.6233967632
484,120.942983384,30.6229999986
485,121.045730956,30.6150230536
486,121.050867256,30.6146221249
487,121.056003453,30.6142209979
488,121.061139547,30.6138196729
489,121.066275537,30.6134181498
490,121.071411425,30.6130164286
491,121.076547209,30.6126145093
492,121.081682889,30.6122123919
493,121.086818467,30.6118100765
494,121.091953941,30.6114075631
495,121.097089311,30.6110048516
496,121.102224578,30.6106019422
497,121.107359741,30.6101988347
498,121.112494801,30.6097955293
499,121.117629757,30.6093920259
500,121.122764609,30.6089883245
501,121.127899357,30.6085844253
502,121.133034002,30.6081803281
503,121.138168543,30.607776033
504,120.63494257,30.6509021189
505,120.640087185,30.6505170191
506,120.645231702,30.65013172
507,120.65037612,30.6497462217
508,120.655520438,30.649360524
509,120.660664657,30.6489746271
510,120.665808777,30.648588531
511,120.670952797,30.6482022356
512,120.676096718,30.6478157411
513,120.681240539,30.6474290473
514,120.686384261,30.6470421543
515,120.691527883,30.6466550622
516,120.696671406,30.6462677709
517,120.701814829,30.6458802804
518,120.706958152,30.6454925908
519,120.712101375,30.6451047021
520,120.717244498,30.6447166143
521,120.722387522,30.6443283274
522,120.727530445,30.6439398415
523,120.732673269,30.6435511564
524,120.737815993,30.6431622724
525,120.742958616,30.6427731893
526,120.748101139,30.6423839071
527,120.753243562,30.641994426
528,120.758385885,30.6416047458
529,120.763528108,30.6412148667
530,120.76867023,30.6408247887
531,120.773812252,30.6404345116
532,120.778954173,30.6400440357
533,120.784095994,30.6396533608
534,120.789237714,30.639262487
535,120.794379334,30.6388714143
536,120.799520853,30.6384801428
537,120.804662271,30.6380886723
538,120.809803589,30.637697003
539,120.814944806,30.6373051349
540,120.820085922,30.636913068
541,120.825226937,30.6365208022
542,120.830367851,30.6361283377
543,120.835508664,30.6357356743
544,120.840649377,30.6353428122
545,120.845789988,30.6349497514
546,120.850930498,30.6345564918
547,120.856070906,30.6341630335
548,120.861211214,30.6337693765
549,120.86635142,30.6333755207
550,120.871491525,30.6329814663
551,120.876631529,30.6325872133
552,120.881771431,30.6321927615
553,120.886911231,30.6317981112
554,120.89205093,30.6314032622
555,120.897190528,30.6310082146
556,120.902330024,30.6306129684
557,120.907469418,30.6302175236
558,120.91260871,30.6298218802
559,120.917747901,30.6294260383
560,120.92288699,30.6290299979
561,120.928025977,30.6286337589
562,120.933164862,30.6282373214
563,120.938303645,30.6278406854
564,120.943442326,30.6274438509
565,120.948580905,30.627046818
566,121.046194446,30.6194655019
567,121.051330973,30.6190645026
568,121.056467397,30.6186633051
569,121.061603718,30.6182619094
570,121.066739936,30.6178603156
571,121.07187605,30.6174585237
572,121.077012061,30.6170565336
573,121.082147969,30.6166543455
574,121.087283773,30.6162519593
575,121.092419474,30.615849375
576,121.097555072,30.6154465927
577,121.102690565,30.6150436123
578,121.107825956,30.6146404339
579,121.112961242,30.6142370575
580,121.118096425,30.6138334831
581,121.123231504,30.6134297107
582,121.12836648,30.6130257404
583,121.133501351,30.6126215721
584,121.138636119,30.6122172058
585,121.56958069,30.5775452999
586,120.635387922,30.655350092
587,120.640532767,30.6549649245
588,120.645677512,30.6545795575
589,120.650822158,30.6541939913
590,120.655966705,30.6538082257
591,120.661111153,30.6534222609
592,120.666255502,30.6530360967
593,120.67139975,30.6526497334
594,120.6765439,30.6522631707
595,120.68168795,30.6518764088
596,120.6868319,30.6514894477
597,120.691975751,30.6511022874
598,120.697119502,30.6507149279
599,120.702263153,30.6503273693
600,120.707406705,30.6499396114
601,120.712550157,30.6495516544
602,120.717693509,30.6491634983
603,120.722836761,30.648775143
604,120.727979913,30.6483865887
605,120.733122965,30.6479978352
606,120.738265916,30.6476088826
607,120.743408768,30.647219731
608,120.74855152,30.6468303803
609,120.753694171,30.6464408306
610,120.758836722,30.6460510819
611,120.763979173,30.6456611341
612,120.769121524,30.6452709874
613,120.774263774,30.6448806416
614,120.779405923,30.6444900969
615,120.784547973,30.6440993533
616,120.789689921,30.6437084106
617,120.794831769,30.6433172691
618,120.799973516,30.6429259287
619,120.805115163,30.6425343893
620,120.810256709,30.6421426511
621,120.815398154,30.641750714
622,120.820539498,30.641358578
623,120.825680741,30.6409662432
624,120.830821883,30.6405737095
625,120.835962924,30.6401809771
626,120.841103865,30.6397880458
627,120.846244704,30.6393949158
628,120.851385442,30.639001587
629,120.856526078,30.6386080594
630,120.861666614,30.638214333
631,120.866807048,30.637820408
632,120.871947381,30.6374262842
633,120.877087612,30.6370319617
634,120.882227742,30.6366374406
635,120.887367771,30.6362427207
636,120.892507697,30.6358478022
637,120.897647523,30.6354526851
638,120.902787246,30.6350573693
639,120.907926868,30.6346618549
640,120.913066389,30.6342661419
641,120.918205807,30.6338702303
642,120.923345123,30.6334741202
643,120.928484338,30.6330778114
644,120.933623451,30.6326813042
645,120.938762462,30.6322845984
646,120.94390137,30.631887694
647,120.949040177,30.6314905912
648,120.954178881,30.6310932899
649,120.97987087,30.6291038065
650,120.98500896,30.6287053145
651,121.041521181,30.6243088125
652,121.046658039,30.6239079408
653,121.051794793,30.6235068709
654,121.056931444,30.6231056028
655,121.062067992,30.6227041365
656,121.067204437,30.622302472
657,121.072340779,30.6219006094
658,121.077477017,30.6214985486
659,121.082613152,30.6210962897
660,121.087749183,30.6206938327
661,121.092885111,30.6202911775
662,121.098020936,30.6198883243
663,121.103156657,30.619485273
664,121.108292274,30.6190820237
665,121.113427787,30.6186785763
666,121.118563197,30.6182749309
667,121.123698503,30.6178710874
668,121.128833706,30.617467046
669,121.133968804,30.6170628066
670,121.139103799,30.6166583692
671,121.144238689,30.6162537338
672,121.570067358,30.5819803645
673,120.630688201,30.6601830923
674,120.635833373,30.6597980563
675,120.640978447,30.6594128209
676,120.646123421,30.6590273861
677,120.651268296,30.658641752
678,120.656413072,30.6582559185
679,120.661557749,30.6578698857
680,120.666702326,30.6574836536
681,120.671846803,30.6570972221
682,120.676991181,30.6567105914
683,120.68213546,30.6563237615
684,120.687279639,30.6559367322
685,120.692423718,30.6555495038
686,120.697567698,30.6551620761
687,120.702711578,30.6547744491
688,120.707855358,30.654386623
689,120.712999038,30.6539985977
690,120.718142619,30.6536103732
691,120.723286099,30.6532219496
692,120.72842948,30.6528333268
693,120.73357276,30.6524445049
694,120.73871594,30.6520554839
695,120.743859021,30.6516662637
696,120.749002001,30.6512768445
697,120.754144881,30.6508872262
698,120.75928766,30.6504974089
699,120.764430339,30.6501073925
700,120.769572918,30.649717177
701,120.774715396,30.6493267626
702,120.779857774,30.6489361491
703,120.785000052,30.6485453366
704,120.790142229,30.6481543252
705,120.795284305,30.6477631148
706,120.80042628,30.6473717055
707,120.805568155,30.6469800972
708,120.810709929,30.64658829
709,120.815851602,30.6461962839
710,120.820993174,30.6458040789
711,120.826134646,30.645411675
712,120.831276016,30.6450190723
713,120.836417285,30.6446262707
714,120.841558454,30.6442332703
715,120.846699521,30.643840071
716,120.851840487,30.6434466729
717,120.856981351,30.6430530761
718,120.862122115,30.6426592805
719,120.867262777,30.6422652861
720,120.872403338,30.6418710929
721,120.877543797,30.641476701
722,120.882684155,30.6410821104
723,120.887824411,30.6406873211
724,120.892964566,30.6402923331
725,120.898104619,30.6398971464
726,120.903244571,30.639501761
727,120.90838442,30.639106177
728,120.913524168,30.6387103944
729,120.918663815,30.6383144131
730,120.923803359,30.6379182332
731,120.928942801,30.6375218547
732,120.934082142,30.6371252777
733,120.93922138,30.6367285021
734,120.944360517,30.6363315279
735,120.949499551,30.6359343552
736,120.954638483,30.6355369839
737,120.980331609,30.6335471504
738,120.985469927,30.6331485883
739,120.990608143,30.6327498278
740,120.995746256,30.6323508689
741,121.000884266,30.6319517115
742,121.006022174,30.6315523558
743,121.036847462,30.6291520565
744,121.04198465,30.6287513125
745,121.047121734,30.6283503703
746,121.052258716,30.6279492298
747,121.057395595,30.6275478911
748,121.06253237,30.6271463541
749,121.067669042,30.626744619
750,121.072805611,30.6263426856
751,121.077942076,30.6259405541
752,121.083078438,30.6255382244
753,121.088214697,30.6251356966
754,121.093350852,30.6247329706
755,121.098486903,30.6243300465
756,121.103622851,30.6239269243
757,121.108758696,30.623523604
758,121.113894436,30.6231200856
759,121.119030073,30.6227163692
760,121.124165606,30.6223124547
761,121.129301036,30.6219083422
762,121.134436361,30.6215040316
763,121.139571582,30.6210995231
764,121.1447067,30.6206948165
765,121.724293152,30.5736913367
766,120.631133523,30.6646311155
767,120.636278924,30.6642460117
768,120.641424226,30.6638607084
769,120.64656943,30.6634752058
770,120.651714533,30.6630895037
771,120.656859538,30.6627036023
772,120.662004443,30.6623175015
773,120.667149249,30.6619312014
774,120.672293955,30.661544702
775,120.677438562,30.6611580032
776,120.68258307,30.6607711051
777,120.687727477,30.6603840078
778,120.692871785,30.6599967111
779,120.698015994,30.6596092152
780,120.703160102,30.65922152
781,120.708304111,30.6588336256
782,120.71344802,30.658445532
783,120.718591829,30.6580572392
784,120.723735538,30.6576687472
785,120.728879147,30.657280056
786,120.734022656,30.6568911656
787,120.739166065,30.6565020761
788,120.744309373,30.6561127875
789,120.749452582,30.6557232997
790,120.75459569,30.6553336128
791,120.759738698,30.6549437268
792,120.764881606,30.6545536418
793,120.770024413,30.6541633576
794,120.77516712,30.6537728744
795,120.780309726,30.6533821922
796,120.785452232,30.652991311
797,120.790594637,30.6526002307
798,120.795736941,30.6522089514
799,120.800879145,30.6518174732
800,120.806021248,30.651425796
801,120.81116325,30.6510339198
802,120.816305151,30.6506418447
803,120.821446952,30.6502495707
804,120.826588651,30.6498570977
805,120.83173025,30.6494644259
806,120.836871747,30.6490715552
807,120.842013144,30.6486784856
808,120.847154439,30.6482852171
809,120.852295633,30.6478917498
810,120.857436726,30.6474980837
811,120.862577717,30.6471042187
812,120.867718607,30.646710155
813,120.872859396,30.6463158924
814,120.878000083,30.6459214311
815,120.883140669,30.6455267711
816,120.888281153,30.6451319123
817,120.893421536,30.6447368548
818,120.898561817,30.6443415985
819,120.903701997,30.6439461436
820,120.908842074,30.6435504899
821,120.91398205,30.6431546376
822,120.919121924,30.6427585867
823,120.924261696,30.6423623371
824,120.929401366,30.6419658888
825,120.934540935,30.641569242
826,120.939680401,30.6411723965
827,120.944819765,30.6407753525
828,120.949959027,30.6403781099
829,120.955098187,30.6399806687
830,120.960237244,30.639583029
831,120.975653803,30.6383889187
832,120.980792451,30.6379904849
833,120.985930997,30.6375918527
834,120.99106944,30.637193022
835,120.99620778,30.6367939929
836,121.001346018,30.6363947654
837,121.006484154,30.6359953394
838,121.011622186,30.635595715
839,121.032173288,30.6339952338
840,121.037310806,30.6335946176
841,121.042448221,30.6331938032
842,121.047585533,30.6327927904
843,121.052722742,30.6323915793
844,121.057859848,30.63199017
845,121.062996851,30.6315885624
846,121.06813375,30.6311867566
847,121.073270546,30.6307847525
848,121.078407239,30.6303825502
849,121.083543828,30.6299801497
850,121.088680314,30.6295775511
851,121.093816696,30.6291747542
852,121.098952975,30.6287717593
853,121.10408915,30.6283685661
854,121.109225221,30.6279651749
855,121.114361189,30.6275615855
856,121.119497053,30.627157798
857,121.124632813,30.6267538125
858,121.129768469,30.6263496288
859,121.134904022,30.6259452471
860,121.14003947,30.6255406674
861,121.145174815,30.6251358897
862,121.150310055,30.6247309139
863,120.636724574,30.6686939581
864,120.641870105,30.6683085871
865,120.647015537,30.6679230165
866,120.65216087,30.6675372466
867,120.657306103,30.6671512772
868,120.662451237,30.6667651085
869,120.667596272,30.6663787404
870,120.672741207,30.6659921729
871,120.677886043,30.665605406
872,120.683030779,30.6652184398
873,120.688175415,30.6648312743
874,120.693319952,30.6644439095
875,120.698464389,30.6640563454
876,120.703608726,30.663668582
877,120.708752964,30.6632806193
878,120.713897101,30.6628924573
879,120.719041139,30.6625040962
880,120.724185076,30.6621155358
881,120.729328914,30.6617267761
882,120.734472652,30.6613378173
883,120.739616289,30.6609486593
884,120.744759826,30.6605593021
885,120.749903263,30.6601697458
886,120.7550466,30.6597799903
887,120.760189836,30.6593900357
888,120.765332972,30.658999882
889,120.770476008,30.6586095292
890,120.775618943,30.6582189772
891,120.780761778,30.6578282263
892,120.785904512,30.6574372762
893,120.791047145,30.6570461271
894,120.796189678,30.656654779
895,120.80133211,30.6562632318
896,120.806474441,30.6558714857
897,120.811616672,30.6554795405
898,120.816758802,30.6550873964
899,120.82190083,30.6546950533
900,120.827042758,30.6543025113
901,120.832184585,30.6539097704
902,120.83732631,30.6535168305
903,120.842467935,30.6531236917
904,120.847609458,30.652730354
905,120.85275088,30.6523368175
906,120.857892201,30.6519430821
907,120.863033421,30.6515491478
908,120.868174539,30.6511550147
909,120.873315556,30.6507606828
910,120.878456471,30.6503661521
911,120.883597285,30.6499714226
912,120.888737997,30.6495764943
913,120.893878608,30.6491813672
914,120.899019117,30.6487860414
915,120.904159524,30.6483905169
916,120.90929983,30.6479947936
917,120.914440034,30.6475988716
918,120.919580136,30.647202751
919,120.924720136,30.6468064316
920,120.929860034,30.6464099136
921,120.93499983,30.646013197
922,120.940139524,30.6456162817
923,120.945279115,30.6452191678
924,120.950418605,30.6448218553
925,120.955557993,30.6444243442
926,120.960697278,30.6440266345
927,120.965836461,30.6436287262
928,120.97611452,30.6428323141
929,120.981253396,30.6424338102
930,120.986392169,30.6420351079
931,120.99153084,30.641636207
932,120.996669408,30.6412371077
933,121.001807873,30.6408378099
934,121.006946236,30.6404383136
935,121.012084496,30.6400386189
936,121.017222653,30.6396387258
